squirrel_id,latitude,longitude
11D-AM-1010-06,40.7748300991287,-73.9718270820347
1A-PM-1014-02,40.7682921842325,-73.9808202088503
42G-PM-1014-01,40.7976985385835,-73.9522291603405
9I-PM-1010-07,40.7709413567859,-73.9685751595485
37G-PM-1007-04,40.794201225045,-73.9540908513075
35E-AM-1020-03,40.7934570294469,-73.9573930079918
8F-PM-1012-01,40.7715726159383,-73.9717580228664
29C-AM-1007-03,40.789133072717,-73.9629420113622
12G-PM-1007-05,40.7737911559867,-73.9688466874605
18H-PM-1014-03,40.7779692777193,-73.9642411990432
15I-AM-1008-02,40.7758743113817,-73.9653279069888
42C-AM-1007-04,40.7990928062435,-73.9556937218252
5C-PM-1010-04,40.7707561532949,-73.9769887473852
14I-PM-1018-06,40.7752614638023,-73.9655905300923
9B-PM-1013-01,40.7738879545412,-73.9754836796706
31D-AM-1014-02,40.7909351393505,-73.9613051957306
5C-PM-1010-11,40.770606513989,-73.9764235373322
16C-AM-1014-04,40.7787503220242,-73.9705053821577
5D-PM-1018-04,40.770281512254,-73.9763791121438
36B-PM-1013-03,40.7952466761832,-73.9600165785486
40C-AM-1017-02,40.7980080911115,-73.9573724133264
28I-AM-1013-01,40.7855654405447,-73.9580109357087
38F-AM-1018-04,40.7950157489103,-73.9548877830136
26A-AM-1014-01,40.7875392957722,-73.9673243699918
17F-PM-1020-04,40.7786749596774,-73.9673235555321
11A-PM-1013-03,40.7755119810678,-73.9757536187319
6A-PM-1012-07,40.7716184505002,-73.9785536529136
17A-AM-1017-01,40.7803588122409,-73.9719036217446
40C-AM-1017-07,40.7975685470963,-73.9568382279233
8A-PM-1014-01,40.773709213914,-73.976730206737
13C-PM-1019-05,40.7761311465857,-73.972212563004
41E-PM-1013-05,40.7979800395433,-73.954092292214
3H-AM-1008-05,40.7663703404546,-73.9734762649298
40E-AM-1014-03,40.7968774599654,-73.9554891003543
2A-AM-1010-02,40.7683896665502,-73.9809610117171
3A-PM-1017-03,40.7697950141751,-73.9801661903932
9A-AM-1013-04,40.7741908010484,-73.976769659152
9E-PM-1014-02,40.7731671049246,-73.9728783802067
14G-AM-1012-02,40.7759013923034,-73.9679008849677
38D-AM-1017-03,40.796268457326,-73.9572686979412
22F-AM-1007-03,40.7825966332367,-73.9638298997554
3H-PM-1014-07,40.7664248283566,-73.9725174868556
28D-AM-1012-04,40.7883829851518,-73.9624538733037
1B-AM-1012-10,40.7678723471007,-73.9802079259866
32D-PM-1006-04,40.7910157676119,-73.9602398690946
34E-PM-1006-01,40.7927301214476,-73.958417813526
2D-AM-1007-01,40.7675178797546,-73.9779811967788
3A-PM-1017-08,40.7698034314993,-73.9799155966086
4C-PM-1010-11,40.7697167828003,-73.977447585355
40E-PM-1017-02,40.7971235333699,-73.955018489069
38E-AM-1010-02,40.7958097849369,-73.9564011421122
32I-AM-1013-04,40.7889040503316,-73.9552880892701
19F-PM-1017-06,40.7802820943863,-73.9651828383592
13E-AM-1017-11,40.7759815566123,-73.9707683621584
14F-PM-1012-07,40.7765973509721,-73.9691057326088
19F-AM-1007-01,40.7798160637561,-73.9658181813014
37C-PM-1013-01,40.7957981310897,-73.9580785600617
13E-PM-1008-05,40.7762912142457,-73.970595381455
26I-PM-1010-04,40.7840492606552,-73.9594529310985
16D-AM-1007-02,40.7782343912417,-73.9698032734704
13G-PM-1008-03,40.7745309794155,-73.9685080639873
7H-PM-1006-05,40.7701125773248,-73.970465600402
32F-AM-1012-03,40.7903905787005,-73.9585537668382
42H-AM-1019-01,40.797225436004,-73.9504693544225
21G-AM-1014-03,40.7808999610914,-73.963858549251
38D-AM-1017-05,40.7959810622342,-73.9576304473722
2C-AM-1010-09,40.7679259390448,-73.9793565564361
3D-PM-1010-01,40.7681019683859,-73.9779228287629
35F-PM-1012-01,40.7932014159087,-73.9570132570934
9H-PM-1018-01,40.7712062147171,-73.9695569897042
7E-AM-1006-06,40.7714942196257,-73.9736169886655
40C-AM-1017-06,40.798181446265,-73.956200809768
14F-AM-1007-03,40.776340465695,-73.9691585756191
4D-PM-1008-14,40.7691598773017,-73.9772026572674
5E-AM-1008-03,40.7691848214817,-73.9745427984089
15H-PM-1008-07,40.7757530583569,-73.9661694463488
30C-AM-1014-01,40.7905208345549,-73.9626881234742
19E-PM-1018-01,40.780390919948,-73.9669814346326
8D-AM-1007-07,40.7728284025195,-73.9745953710328
19F-PM-1017-03,40.7798863522904,-73.9654397484763
14F-AM-1007-06,40.776062004359,-73.9689627791
14A-PM-1014-06,40.7783823311296,-73.973305698325
21G-PM-1007-04,40.780992836417,-73.9634563222926
32D-PM-1006-03,40.7910635810038,-73.9602913105578
4C-PM-1010-15,40.7697607308033,-73.9776044578446
17D-AM-1008-02,40.7797878809482,-73.9695041366722
8B-AM-1007-01,40.7737004557104,-73.9764397550289
14D-AM-1014-11,40.776758371867,-73.9714921188372
9F-PM-1014-05,40.7721434941226,-73.971379936565
20F-AM-1014-01,40.7809990098597,-73.9660110060416
10F-PM-1019-06,40.7724278547281,-73.9711176999471
4H-AM-1006-02,40.7669101832926,-73.9725712588741
33F-PM-1012-06,40.7914073632782,-73.9583477850634
3B-PM-1007-10,40.7686791169776,-73.9790214253443
2E-PM-1014-02,40.7674012784541,-73.9767016963397
36F-AM-1017-04,40.7937382705056,-73.9565035705619
16G-AM-1010-02,40.7772236833816,-73.9671640520938
3F-PM-1013-03,40.7672531319384,-73.9756603846107
15D-AM-1007-07,40.7774389345748,-73.9699672074164
9A-PM-1010-03,40.7741877060705,-73.9768617690725
4C-AM-1006-02,40.7696506688861,-73.9773079154219
12E-AM-1017-08,40.775032271482,-73.9703621616472
18A-AM-1012-02,40.7810842503715,-73.9718234159557
8C-PM-1013-07,40.7723417173451,-73.975062146111
23B-PM-1012-02,40.7846973096665,-73.9679291347956
6B-PM-1017-06,40.7717866237826,-73.9767455430709
23B-PM-1012-05,40.7847629473258,-73.96797780019
20F-AM-1014-02,40.7805366922231,-73.9655734633649
11D-AM-1010-01,40.7743256716496,-73.9729394928432
9B-AM-1010-01,40.773784724458,-73.976521916284
33E-PM-1012-07,40.7913241048498,-73.9584188461059
31H-PM-1008-01,40.7883417969746,-73.9566189145352
31E-PM-1006-01,40.7899242643847,-73.9595757792683
14F-PM-1012-02,40.775770422667,-73.9686816795392
10C-PM-1013-02,40.7742043234014,-73.9745305540008
22C-PM-1006-06,40.7835947167436,-73.9675472064204
35G-AM-1007-01,40.7923188156277,-73.955516031113
16C-PM-1018-01,40.7794279914209,-73.9710559113762
22F-PM-1014-03,40.7823262369074,-73.9649658099293
36I-AM-1017-03,40.7927644594513,-73.953296595236
2I-PM-1006-02,40.7658376729234,-73.9725157534356
12G-AM-1012-01,40.7742856696093,-73.9687476703117
25A-PM-1007-01,40.7872554700995,-73.9675023138703
9C-PM-1006-06,40.77333038538,-73.9745040517502
6B-PM-1017-03,40.7709428872533,-73.9772635911119
10D-AM-1008-05,40.7741018274312,-73.9730115687964
41A-PM-1007-05,40.7996897499473,-73.9582523503306
13E-AM-1017-12,40.7759229213762,-73.9706641770728
15E-AM-1013-02,40.7770429650288,-73.969345754447
1B-AM-1012-17,40.7678702158382,-73.980854228628
36I-PM-1007-06,40.7920963446605,-73.9529413156461
15F-AM-1007-08,40.7773070675393,-73.9682144039334
41A-AM-1013-01,40.7995008636057,-73.958494212554
8I-PM-1013-09,40.7700677022205,-73.9697983725608
19B-AM-1019-01,40.7814068507607,-73.9697196619878
3D-PM-1010-10,40.7682059907903,-73.9777259022441
15C-PM-1017-02,40.778553537087,-73.9716881838671
32A-PM-1013-09,40.7922155082679,-73.9633250636501
15G-AM-1008-05,40.7764595360054,-73.967418114684
4D-PM-1008-01,40.7694125671679,-73.9758959798289
36A-PM-1013-06,40.7954687648248,-73.9607608482656
8C-PM-1013-02,40.7733043910649,-73.9753283783695
6A-AM-1006-07,40.7721127748427,-73.9785300509908
41E-AM-1007-01,40.7979409854977,-73.9540022445432
31D-AM-1014-06,40.7906686504657,-73.9608757424052
3A-AM-1012-03,40.769557595068,-73.9801902133148
39F-AM-1014-04,40.7956567934304,-73.954595058342
37F-PM-1014-02,40.7939505791448,-73.9557263533489
21A-AM-1019-08,40.7836929044459,-73.97002473509
16C-AM-1014-02,40.7786888942214,-73.9711801122578
31E-PM-1006-03,40.7899599350145,-73.9595645962539
36D-PM-1007-02,40.7944502501428,-73.9587712679442
23B-PM-1012-01,40.784594234984,-73.9676206022477
14D-AM-1014-09,40.7771670550089,-73.9707900566519
35G-PM-1006-01,40.7921125657722,-73.9557172336815
35A-PM-1013-08,40.7945662185621,-73.9615602805554
39A-PM-1014-01,40.7976165434502,-73.9598084794625
9C-PM-1006-05,40.773313866931,-73.9746933852572
17I-AM-1014-04,40.7772566833799,-73.9645147011741
14D-AM-1014-12,40.7767916587915,-73.9714089647431
17I-PM-1017-01,40.7774792520738,-73.9642379942652
39B-PM-1014-01,40.7978975855555,-73.9582850206205
42A-AM-1019-01,40.8000460061272,-73.9582643954055
2E-AM-1010-01,40.7668431485224,-73.9771335416403
14F-AM-1007-02,40.7763366309154,-73.9692190295442
36I-AM-1017-04,40.7923843043685,-73.9528462779437
34B-AM-1013-03,40.7938786854735,-73.9609704650925
36I-AM-1017-07,40.7921084224711,-73.9534509627885
2A-PM-1019-01,40.7689408831287,-73.9808247660048
35D-PM-1013-07,40.7937602121568,-73.9591667162801
29C-AM-1007-02,40.7889383725489,-73.9629383420274
36B-PM-1013-02,40.7952339524416,-73.9600964585868
17B-AM-1010-01,40.7798470142991,-73.9713519158027
30C-AM-1014-02,40.7905126358626,-73.9626120417397
4D-PM-1008-05,40.7689894344251,-73.9764016030666
18C-PM-1018-05,40.780519159069,-73.969485639023
11C-PM-1018-01,40.7752481472025,-73.9741621946917
7E-PM-1013-04,40.7706540698938,-73.9738481771673
7G-PM-1018-04,40.7702335056337,-73.9718720403657
39B-PM-1014-02,40.7979302775527,-73.9583738783348
14E-PM-1017-04,40.7770639340582,-73.9700861859051
9F-PM-1014-03,40.7723589827074,-73.9710547484029
2F-PM-1014-03,40.7668205976986,-73.9757215415855
8E-PM-1008-07,40.7715915415169,-73.9735120882106
36F-PM-1012-02,40.7936003940413,-73.9565684577989
8D-PM-1007-01,40.7726586835985,-73.9737872335563
40D-PM-1013-02,40.7974368491287,-73.9565533783499
16E-PM-1018-01,40.7782808361645,-73.9678937289837
2F-PM-1014-08,40.7666871742836,-73.9750463844984
32A-PM-1013-05,40.7928207574906,-73.9635028497015
31D-AM-1014-03,40.7909866851357,-73.9613351649026
17F-AM-1007-02,40.778631094685,-73.9675198230918
6A-AM-1006-08,40.7720833097065,-73.9786898656279
6F-PM-1008-04,40.7694308959222,-73.9734687538064
2C-AM-1010-08,40.7679690700399,-73.9792754037291
12F-PM-1007-12,40.7742131587983,-73.9702228131711
20B-PM-1013-08,40.7820474909192,-73.969105907
11A-PM-1013-05,40.7754310239649,-73.9757216124349
32F-AM-1012-06,40.7907158878729,-73.958060992131
26I-PM-1010-05,40.7841945750598,-73.9594120573719
21D-PM-1008-05,40.7823552871044,-73.9665705456197
8H-AM-1017-01,40.7705198722028,-73.9697277998257
42G-AM-1018-01,40.7975085872897,-73.9514111329059
9A-AM-1013-02,40.774135208066,-73.9770235090023
38E-AM-1010-04,40.7958187455815,-73.9561887624471
11H-AM-1010-01,40.7730853732876,-73.9676514056678
11H-PM-1013-01,40.7731753915361,-73.9681093100008
41B-PM-1014-04,40.7992458980266,-73.9571233640232
9H-AM-1006-05,40.7716763799299,-73.9698959071826
10F-PM-1019-10,40.7726685284831,-73.9708002461415
35D-PM-1013-08,40.7938116360767,-73.9591695545875
4D-PM-1008-03,40.7688839576487,-73.9763116425885
37A-PM-1013-01,40.7961108640319,-73.9609885686834
17F-AM-1007-05,40.7784370719371,-73.967042958599
10D-AM-1008-01,40.7737246779587,-73.9738611257716
32B-AM-1017-01,40.7917723228749,-73.9622030085794
6A-PM-1012-01,40.7718908026758,-73.9785948413883
9G-PM-1007-03,40.7713196034265,-73.9706323458769
9H-PM-1018-02,40.7710409982701,-73.9699451196396
4D-PM-1008-02,40.7690147873986,-73.9761447791484
14E-PM-1017-05,40.7765899724756,-73.9700879096644
13D-AM-1014-10,40.7763095393715,-73.9717920322306
40G-AM-1007-01,40.7961701874769,-73.9533923917973
8A-AM-1013-06,40.7738053862489,-73.9773096718574
20F-PM-1007-09,40.7806896368469,-73.9654093844049
1H-AM-1012-02,40.7651444188432,-73.9736543790582
8H-PM-1014-09,40.7702106607329,-73.9701596268736
13E-PM-1008-11,40.7757060731026,-73.9699763667769
36H-PM-1008-01,40.7925162926273,-73.9547959269955
37D-PM-1014-08,40.7954772170549,-73.9581173730857
32F-PM-1008-08,40.7908831110561,-73.9586527721822
22H-PM-1007-04,40.7814944428327,-73.9623922773932
2H-AM-1006-03,40.7660255393205,-73.9731457102903
6H-PM-1020-03,40.7695584933538,-73.9715466850324
30B-PM-1019-04,40.7906180969472,-73.9631045499811
19A-PM-1013-01,40.7820200927465,-73.9708301070924
33E-AM-1014-12,40.7916566683158,-73.958317581802
9I-AM-1014-06,40.7710765500799,-73.9683994064731
9I-PM-1010-04,40.7709333833783,-73.9689781843873
1D-PM-1007-04,40.7668993398193,-73.978392591149
10G-AM-1006-02,40.7729175143429,-73.9704591091677
4G-PM-1007-01,40.7675912588173,-73.9740381194088
16F-AM-1008-01,40.7777766106807,-73.9676424599715
17F-PM-1020-01,40.7782477517567,-73.9672950266018
22B-PM-1014-07,40.783559826281,-73.9681722244801
2C-PM-1013-03,40.7677411911854,-73.978400938697
21F-AM-1018-06,40.7817322832767,-73.9649827807341
35C-PM-1013-05,40.7943667735668,-73.9603031059614
30B-PM-1019-03,40.790163434915,-73.9635689059841
8A-AM-1013-02,40.773436329163,-73.9772422664657
11D-AM-1010-05,40.7748584798761,-73.9718553361982
18C-PM-1018-02,40.7803754187581,-73.9698843507358
16D-AM-1007-01,40.7785583630323,-73.9703149829421
3B-AM-1010-10,40.7688048644871,-73.9790896775237
2A-PM-1019-04,40.7685688850628,-73.980948293606
1B-AM-1012-11,40.7680159511705,-73.9801985977846
16I-AM-1008-04,40.776877007081,-73.9645547556826
22G-AM-1018-01,40.7821352080233,-73.9635317822977
34H-PM-1006-04,40.7909367783223,-73.9553038162633
30B-PM-1019-02,40.7901572818776,-73.9636551433178
13F-AM-1007-01,40.7756860990338,-73.9689723590015
2F-AM-1006-03,40.7668006977526,-73.9755569170561
8I-PM-1013-05,40.770360886038,-73.9694468044483
9E-PM-1014-01,40.7727750272024,-73.9720347089273
32I-AM-1013-06,40.7889851896334,-73.9552035011902
10G-AM-1006-09,40.7722964640257,-73.9704269630964
8H-AM-1017-05,40.7705452529783,-73.97016933635
15B-AM-1014-03,40.778926988884,-73.97186968288
41D-PM-1014-04,40.7984783584388,-73.9548853492712
39H-PM-1013-03,40.7949515182825,-73.9521514669041
7C-PM-1020-05,40.771611393182,-73.9763506612375
32A-PM-1013-01,40.7921759097124,-73.9640016324897
13E-PM-1008-03,40.7758938984066,-73.9707012345661
36B-PM-1013-04,40.7955350609057,-73.9601259189134
13E-PM-1008-09,40.7759529849808,-73.9697526733133
8B-PM-1012-04,40.7735708178842,-73.9766593636657
42D-PM-1013-04,40.7988610926249,-73.9553163829551
1E-AM-1006-02,40.7664804797448,-73.9772569909673
14D-AM-1014-04,40.7767932008037,-73.9709207551033
40B-PM-1014-07,40.7983984665955,-73.9584646000078
38B-PM-1018-01,40.797258337802,-73.9593374341938
14F-AM-1007-01,40.7761600327118,-73.9693254080548
15B-AM-1014-01,40.7786151019726,-73.9730420696993
27I-PM-1020-02,40.7854339401483,-73.9580111056675
6A-AM-1006-05,40.7717154468791,-73.9782120139407
30I-PM-1006-06,40.7880546572608,-73.9564606426367
41C-AM-1017-02,40.7983338763074,-73.9562642076935
5B-PM-1013-01,40.770807701562,-73.9773858189627
40C-AM-1017-05,40.7985192250745,-73.9570050460867
31B-PM-1007-01,40.7914682370734,-73.9632337134707
1A-AM-1007-04,40.767515940567,-73.9811078442462
33D-AM-1017-02,40.7918533707789,-73.9594406225891
3F-PM-1013-07,40.7676712372245,-73.9749457516921
8F-PM-1012-08,40.7712983658944,-73.9728871061191
39C-AM-1017-02,40.7974442913898,-73.957259673402
2G-PM-1007-01,40.7665404404824,-73.9750346778281
42E-PM-1012-02,40.798408619116,-73.9540257319561
12F-PM-1007-02,40.7745386896959,-73.9695305996721
14H-AM-1007-03,40.7756655031741,-73.96660639702
3I-PM-1013-06,40.7658015504376,-73.9724657562746
17I-AM-1014-02,40.7777383899836,-73.9640534906634
34A-PM-1013-04,40.7939375305761,-73.9627904328402
38G-PM-1020-06,40.7944340477396,-73.9541837143178
6G-AM-1008-04,40.768963018754,-73.9722737593623
11H-AM-1010-07,40.773038298158,-73.9690211935346
15F-AM-1007-10,40.7769251965381,-73.9680855277775
5B-PM-1013-04,40.7707347137469,-73.9788117755401
7G-PM-1018-02,40.7700916895929,-73.9722265046794
12E-PM-1018-02,40.7750678026757,-73.9713399316534
1E-AM-1006-04,40.7665926744505,-73.9770985425092
15H-PM-1008-04,40.7762063860571,-73.9655955841325
23B-PM-1012-07,40.784702631615,-73.967767372181
7H-AM-1006-07,40.7698499183436,-73.97055600791
13D-PM-1018-12,40.7760324859879,-73.9711319254625
32F-PM-1008-02,40.7902777556926,-73.9584106786233
5B-AM-1008-01,40.7708581562057,-73.9773898301093
10A-PM-1014-02,40.7755877312075,-73.9761579527932
37A-AM-1012-01,40.7965682182001,-73.9604954276129
6C-AM-1007-06,40.7709607002539,-73.9761527947483
1B-AM-1012-14,40.7682048804794,-73.980542388615
35H-AM-1013-02,40.7920329989756,-73.9541500874008
33E-AM-1014-07,40.7912720015917,-73.9589852989486
1A-PM-1014-07,40.7684406206185,-73.9811218801005
7H-PM-1006-08,40.7696883113413,-73.9702970919317
37H-PM-1006-01,40.7932034409546,-73.9530739562131
23F-PM-1013-02,40.7828950272904,-73.9638397790384
12H-PM-1007-01,40.7742783484486,-73.9678154033099
21H-PM-1018-01,40.7808316436308,-73.9632799339872
35C-PM-1013-06,40.7940367734988,-73.9596505138955
37G-PM-1007-01,40.7943801121036,-73.9545214613307
10D-AM-1008-03,40.7740709049602,-73.9729847109778
12F-PM-1007-01,40.7744996336934,-73.9693465383617
18A-AM-1012-01,40.7810508156287,-73.9719460335398
36C-AM-1014-01,40.7949918204459,-73.9597557819449
36F-AM-1017-02,40.7939340053805,-73.9564079273261
16I-AM-1008-03,40.7768322057794,-73.9645060433292
3H-PM-1014-05,40.7659842666881,-73.9728700359494
14H-PM-1012-02,40.7753505024976,-73.9670858934045
4C-PM-1010-08,40.7692872082165,-73.9775735077285
20B-AM-1007-03,40.7826052184658,-73.9700186001049
3D-PM-1010-07,40.768119107973,-73.9776445567926
21G-AM-1014-06,40.7809288795308,-73.9638599044346
6E-PM-1010-05,40.7699948746776,-73.9744906832678
41G-AM-1013-02,40.7973148719421,-73.9519081627768
2C-PM-1013-11,40.7679930598805,-73.9793082679745
3A-PM-1017-07,40.7700761090896,-73.9798390387307
13D-PM-1018-06,40.7764273475386,-73.9712550584322
16B-AM-1014-02,40.7797671327739,-73.9716995507598
15H-PM-1008-01,40.7760643720793,-73.9667474482967
16B-PM-1017-02,40.7796462634184,-73.9716271494641
35A-AM-1014-08,40.7945839663845,-73.9615817859213
16G-AM-1010-05,40.7774085361976,-73.9664669369583
4D-PM-1008-07,40.7692807820935,-73.9765805609072
34A-PM-1013-03,40.793887005206,-73.9628349778362
32D-AM-1013-03,40.7911003407299,-73.9611446263364
1C-PM-1013-04,40.7672720598482,-73.9794367096274
12A-PM-1013-03,40.776729630785,-73.9744726434743
38E-PM-1014-01,40.7956452424385,-73.9557602499712
23I-AM-1019-01,40.7817704502248,-73.9608399003798
5A-PM-1010-02,40.7713943674666,-73.9786936992465
21F-PM-1018-01,40.7811208719018,-73.964572179093
6I-PM-1013-05,40.7689970778303,-73.9704449096084
5C-PM-1010-12,40.7705523372364,-73.9763894759543
14G-AM-1012-03,40.7754232358118,-73.9682129261841
18C-PM-1018-06,40.7805662180672,-73.9694066600156
21C-AM-1014-02,40.7825358361204,-73.9677096985223
4B-AM-1010-01,40.7698997653792,-73.9790226400629
14F-PM-1012-05,40.7766770153764,-73.9689504114652
1B-AM-1012-06,40.7676638655026,-73.980048119915
7A-PM-1007-02,40.7730765377366,-73.9779874405715
35F-AM-1007-01,40.7930697207834,-73.9570391901515
30A-PM-1020-02,40.7911589002217,-73.9647904085226
16E-PM-1018-05,40.7779911208015,-73.9682067129876
1B-PM-1019-09,40.7680809889384,-73.9803282698463
40D-PM-1013-04,40.7975592060572,-73.9553263156025
1A-PM-1014-04,40.768215817511,-73.9807898224726
40I-PM-1013-01,40.7949188960194,-73.9507772992986
8H-AM-1017-02,40.7704883494264,-73.9696762034757
23F-PM-1013-01,40.7829083461049,-73.9639726817977
9I-PM-1010-01,40.771128205027,-73.9690395363594
17G-PM-1017-04,40.7779993565098,-73.9667206046912
38I-PM-1014-01,40.7937125788106,-73.9525699067954
1B-PM-1019-01,40.7678795985389,-73.9807982742225
40B-AM-1019-08,40.7989268396525,-73.958230674366
15G-PM-1019-02,40.7769132902037,-73.9674033125834
1C-PM-1013-02,40.7674142089209,-73.9793334416378
32G-PM-1013-01,40.7897460758298,-73.9577629744539
31A-PM-1017-03,40.7918244310746,-73.9634835346077
22B-PM-1014-06,40.783898987005,-73.9687462566073
40B-AM-1019-05,40.7985365971474,-73.9580111496275
9B-PM-1013-08,40.7739282973004,-73.9762187733662
22F-AM-1007-04,40.7825638537362,-73.9636971843665
6A-AM-1006-02,40.7715730368712,-73.9782813538421
7I-PM-1013-02,40.7694667408721,-73.9694979297007
36A-AM-1018-02,40.7954126939561,-73.9616999731028
10A-AM-1006-02,40.775112516678,-73.9762965341309
36A-PM-1013-01,40.7952007875354,-73.9611118778753
28A-PM-1007-01,40.7890284642399,-73.9662804925774
5C-AM-1006-07,40.7705785330431,-73.9763159153138
10G-PM-1017-07,40.7725282708448,-73.9707937464541
38F-PM-1013-01,40.7946552731628,-73.9549337398033
9H-AM-1006-01,40.771043472925,-73.9693202078293
6F-AM-1006-01,40.7699378332299,-73.9728895595977
15D-AM-1007-06,40.7780656588337,-73.9707245013626
8B-AM-1007-07,40.7737340720562,-73.9764850086767
38G-PM-1020-02,40.7947144477885,-73.953375642605
22D-PM-1012-06,40.7836798072777,-73.9661892200474
2D-AM-1007-02,40.7675452099173,-73.9779983794849
1C-PM-1013-09,40.7679049871186,-73.9796409671481
33E-AM-1014-04,40.7919612446005,-73.9591298551111
41B-AM-1010-05,40.7987460430546,-73.9572530843479
35D-PM-1013-01,40.7933802077327,-73.9584803513939
5C-PM-1010-07,40.7709430375069,-73.97684509717
36F-PM-1012-07,40.7932879745739,-73.9555583724966
7G-AM-1010-06,40.7704083288013,-73.9722281263634
21C-AM-1014-01,40.7825993867876,-73.9679686793869
2C-AM-1010-07,40.7678749471267,-73.9792039071114
13E-PM-1008-04,40.7761725434851,-73.9705370795538
6G-AM-1008-01,40.7691342079294,-73.9725897240269
21E-AM-1017-01,40.7819082838334,-73.9651817987035
13D-PM-1018-03,40.7760275250114,-73.9714512125212
3F-AM-1006-07,40.7672921040998,-73.9745556229855
14A-PM-1014-07,40.7779105370473,-73.9739326393775
41E-AM-1007-04,40.7984498571338,-73.9543044385367
21D-PM-1008-06,40.7832091658006,-73.9670904869871
37C-AM-1012-03,40.7952248279764,-73.9590132705889
38C-PM-1014-03,40.7963721679474,-73.9585133340331
5B-PM-1013-02,40.7709815865334,-73.9777998932399
37I-AM-1010-03,40.7935061484064,-73.9527227282134
10I-AM-1010-02,40.7717350221981,-73.9679457364586
7B-AM-1008-15,40.7726200054197,-73.9767247593654
2C-AM-1010-02,40.7675202157155,-73.9789385196073
5C-PM-1010-05,40.7705663751959,-73.976864402584
16E-PM-1018-07,40.7779016280345,-73.9683345414813
2C-PM-1013-01,40.7674923683184,-73.9785353775382
6H-AM-1008-02,40.768627964006,-73.9709897849823
31C-PM-1010-03,40.7913900453449,-73.9623984262936
29A-PM-1019-01,40.790440565854,-73.9652921233647
22E-PM-1014-01,40.7833002587016,-73.9656750232596
40D-PM-1013-06,40.7971535141896,-73.9558943880051
7H-AM-1006-12,40.7698584231797,-73.9702541471417
3A-PM-1017-01,40.7691868791734,-73.9798005188704
1C-PM-1013-07,40.7678669804787,-73.9795728289645
6E-PM-1010-04,40.7701294635264,-73.974451175321
39D-PM-1012-02,40.7963368332834,-73.9566785136491
36E-PM-1012-01,40.7935448802241,-73.9570891696776
7H-AM-1006-08,40.7698395577068,-73.9705115189429
35D-AM-1019-02,40.7939698757903,-73.9589096782789
4D-PM-1008-12,40.7686815615335,-73.9763236949008
11D-PM-1006-03,40.7743474675821,-73.9724681269526
15G-AM-1008-06,40.7768100147333,-73.9668140804066
33E-PM-1012-05,40.7912546691805,-73.959019987128
14D-AM-1014-15,40.7765964740768,-73.9709534894049
6I-PM-1013-04,40.7689416540228,-73.9705509170542
3A-AM-1012-02,40.7692763295564,-73.9802831706033
4D-AM-1012-01,40.7688767713012,-73.9766653663947
18I-PM-1007-08,40.777830911491,-73.964280573021
10G-AM-1006-04,40.7729256063889,-73.9704024529864
32D-PM-1006-01,40.7910100435196,-73.9603302382958
30I-PM-1006-01,40.7877748374259,-73.9569324958684
3F-PM-1013-01,40.7673435798289,-73.9755974646331
37E-AM-1013-01,40.7945080361909,-73.9560396440844
36H-AM-1010-01,40.7926924268376,-73.9545841828392
42D-AM-1014-03,40.7989423768656,-73.9546201403481
12G-PM-1007-03,40.7744408293858,-73.9694169352433
13D-PM-1018-05,40.7764415506669,-73.9712034320741
34D-PM-1007-01,40.7933047943534,-73.9595955824812
15G-PM-1019-01,40.7768771349868,-73.9674724790652
11E-PM-1012-01,40.774058386152,-73.9714907235676
38E-AM-1010-05,40.7953846381499,-73.9554327683595
41E-AM-1007-05,40.7983935730557,-73.954554245377
3C-AM-1007-02,40.7687881061059,-73.9775278847897
2G-PM-1007-03,40.7659918747507,-73.9747288122551
6C-AM-1007-03,40.7713803154032,-73.9765758043111
19H-AM-1010-02,40.7794514526463,-73.9643032554205
26I-PM-1010-01,40.7847231576181,-73.9588809150045
6B-AM-1012-02,40.7720464606979,-73.9774928245781
1G-PM-1010-02,40.7656088463928,-73.9754527701832
30I-PM-1006-07,40.7872395604122,-73.957134662576
8I-AM-1006-09,40.7705619840715,-73.969560591279
5G-PM-1010-05,40.7687330473562,-73.9733820053679
13D-PM-1018-07,40.7762037110101,-73.9716624574422
19C-PM-1018-08,40.7817423907284,-73.9686413326172
6B-PM-1017-01,40.7710535931636,-73.9773083616259
32C-PM-1013-07,40.7918743735665,-73.9611300905602
28A-PM-1007-04,40.7890778665307,-73.9662063642345
34E-PM-1006-02,40.7918074743129,-73.9581326554206
7E-PM-1013-02,40.7716072681474,-73.9735655529245
33B-AM-1010-05,40.792971019627,-73.9616693665254
1B-AM-1012-16,40.7681537966505,-73.9806805581636
32D-AM-1013-01,40.7913867116989,-73.9610985171525
18I-AM-1017-01,40.7775556986702,-73.9636476467218
9A-AM-1013-10,40.7746876635248,-73.9765269282059
37H-AM-1018-04,40.7935774443789,-73.9534910562766
8I-AM-1006-03,40.7706875892901,-73.9693772461788
14D-AM-1014-08,40.776946866963,-73.9708782966369
32B-PM-1010-04,40.7921410511633,-73.9629184712372
7F-AM-1008-14,40.7710199108849,-73.9726090882487
15C-PM-1017-05,40.7783674409485,-73.9711582199102
38G-PM-1020-05,40.7944237164092,-73.9542684235907
38G-PM-1020-04,40.7943610366853,-73.9542770888881
28B-PM-1010-02,40.7889762096967,-73.9653739273979
36F-AM-1017-03,40.7938845572816,-73.9564741038174
